customer_identifier,total_transactions,average_spend,item_in_basket,treatment,total_transactions_post,average_spend_post
4957575,33,81.87,15,0,32,81.87
4670005,37,74.33,23,0,36,74.33
3782137,33,73.76,16,0,32,73.76
4802028,27,65.88,23,0,26,65.88
4026210,28,67.08,14,0,27,67.08
3348481,37,70.93,15,0,36,70.93
3101300,30,83.36,19,0,29,83.36
3040030,23,73.13,18,0,23,73.13
5423271,29,85.95,14,0,28,85.95
5301360,34,81.2,15,0,33,81.2
4185385,31,77.5,17,0,30,77.5
4138220,39,62.8,15,0,38,62.8
3943432,33,77.76,9,0,32,77.76
5195068,28,70.84,20,0,27,70.84
4281284,39,88.7,9,0,38,88.7
4515875,27,71.56,18,0,26,71.56
3134716,35,84.26,15,0,34,84.26
3494184,25,75.05,28,0,25,75.05
3320373,36,74.83,7,0,35,74.83
3470747,33,75.09,12,0,32,75.09
4763918,26,81.15,17,0,26,81.15
4750444,26,75.04,26,0,26,75.04
4977211,32,74.94,12,0,31,74.94
3352336,42,70.06,15,0,41,70.06
4558031,34,69.88,17,0,33,69.88
5426266,28,69.25,18,0,27,69.25
3998234,33,76.21,9,0,32,76.21
4762723,26,91.56,21,0,26,91.56
4142593,23,62.9,17,0,23,62.9
5047734,35,77.4,15,0,34,77.4
5362626,39,77.04,17,0,38,77.04
4975853,22,73.96,21,0,22,73.96
4100531,26,75.64,9,0,26,75.64
4632997,33,76.77,13,0,32,76.77
3502994,31,67.57,17,0,30,67.57
4939897,26,85.27,23,0,26,85.27
3796126,34,68.9,16,0,33,68.9
4437886,34,84.55,13,0,33,84.55
3691668,33,71.98,17,0,32,71.98
4075013,24,81.37,21,0,24,81.37
3466272,29,83.06,11,0,28,83.06
5208427,29,65.78,14,0,28,65.78
4877405,35,87.87,15,0,34,87.87
5191640,29,64.47,21,0,28,64.47
3908508,31,78.73,13,0,30,78.73
4926145,20,73.45,17,0,20,73.45
4549289,26,77.71,12,0,26,77.71
4496226,32,81.15,15,0,31,81.15
3469494,39,72.95,11,0,38,72.95
5401269,45,85.07,17,0,44,85.07
4354387,27,81.03,19,0,26,81.03
3212855,29,73.04,16,0,28,73.04
3881281,30,82,23,0,29,82
4985258,27,71.4,14,0,26,71.4
3365645,30,76.26,15,0,29,76.26
4686856,33,72.85,14,0,32,72.85
3386445,27,71.78,22,0,26,71.78
4790353,39,65.54,11,0,38,65.54
5340493,28,79.84,18,0,27,79.84
4683571,26,75.05,18,0,26,75.05
5065374,41,66.53,17,0,40,66.53
3153540,22,87.82,21,0,22,87.82
4642827,30,71.62,20,0,29,71.62
4907362,39,67.51,19,0,38,67.51
3612207,38,78.07,19,0,37,78.07
3474127,23,57.41,20,0,23,57.41
3215366,27,79.45,17,0,26,79.45
4277092,36,68.76,14,0,35,68.76
4294679,34,61.18,12,0,33,61.18
3000816,33,69.17,13,0,32,69.17
4526884,27,84.13,13,0,26,84.13
3355599,36,65.42,23,0,35,65.42
4481292,31,80.58,18,0,30,80.58
4961930,31,69.96,12,0,30,69.96
4596666,32,85.3,18,0,31,85.3
3117805,38,73.8,15,0,37,73.8
3626639,26,67.13,13,0,26,67.13
5400340,28,81.49,17,0,27,81.49
5436529,37,85.85,24,0,36,85.85
3613945,19,87.56,17,0,19,87.56
4637098,37,73.48,19,0,36,73.48
3563005,33,70,15,0,32,70
4799105,33,74.45,18,0,32,74.45
3801637,28,87.57,26,0,27,87.57
4106796,20,75.46,14,0,20,75.46
4208283,31,77.84,24,0,30,77.84
4439823,33,70.2,14,0,32,70.2
4513842,21,80.7,17,0,21,80.7
4783198,31,73.87,17,0,30,73.87
4893377,29,70.77,22,0,28,70.77
5221732,39,81.25,16,0,38,81.25
5491901,25,62.63,14,0,25,62.63
4425541,40,71.91,19,0,39,71.91
5491137,38,77.33,22,0,37,77.33
3053915,30,77.87,16,0,29,77.87
4743433,24,75.73,20,0,24,75.73
4308122,33,79.45,17,0,32,79.45
3012988,30,81.5,22,0,29,81.5
3959027,36,84.5,21,0,35,84.5
4247020,26,79.54,12,0,26,79.54
4553966,26,53.49,14,0,26,53.49
4795701,33,74.65,21,0,32,74.65
4094706,40,74.66,15,0,39,74.66
5495938,36,69.43,19,0,35,69.43
3871479,18,79.17,19,0,18,79.17
3348477,31,72.68,16,0,30,72.68
5234271,40,79.27,18,0,39,79.27
3286184,27,75.27,12,0,26,75.27
4713946,28,76,19,0,27,76
4757409,27,71.86,21,0,26,71.86
4317165,34,69.41,21,0,33,69.41
4871932,26,55.54,19,0,26,55.54
4429110,28,70.36,12,0,27,70.36
4518193,28,76.24,18,0,27,76.24
3024339,35,74.34,17,0,34,74.34
3575118,33,64.3,16,0,32,64.3
4525217,41,82.03,22,0,40,82.03
4912576,25,62.46,12,0,25,62.46
4048243,36,73.53,9,0,35,73.53
4596986,30,85.98,11,0,29,85.98
4402851,26,81.31,18,0,26,81.31
3844486,28,68.64,13,0,27,68.64
4641136,24,92.97,17,0,24,92.97
3396101,28,80.61,10,0,27,80.61
3606374,27,80.19,16,0,26,80.19
4385766,36,77.41,12,0,35,77.41
5493453,35,74.37,19,0,34,74.37
5470305,31,65.49,20,0,30,65.49
4309357,26,61.87,16,0,26,61.87
3800834,28,79.33,13,0,27,79.33
5213085,26,59.3,17,0,26,59.3
4144424,25,65.98,16,0,25,65.98
4819308,27,74.28,15,0,26,74.28
3478493,34,78.38,17,0,33,78.38
3421876,34,81.13,17,0,33,81.13
3695935,25,76.58,16,0,25,76.58
3549365,37,75.88,16,0,36,75.88
3591763,29,68.83,15,0,28,68.83
4572209,31,74.98,16,0,30,74.98
4984055,24,86.3,12,0,24,86.3
3333513,38,72.52,15,0,37,72.52
3781688,26,76.63,27,0,26,76.63
3431540,33,64.39,19,0,32,64.39
3416739,34,71.79,10,0,33,71.79
3345490,29,65.35,16,0,28,65.35
3410363,32,68.85,15,0,31,68.85
4583606,29,75.99,19,0,28,75.99
4183052,32,93.23,20,0,31,93.23
4735229,31,65.52,19,0,30,65.52
3262289,21,62.14,14,0,21,62.14
3166145,28,73.01,17,0,27,73.01
4065181,25,75.71,14,0,25,75.71
3791537,24,70.27,16,0,24,70.27
4270815,21,82.49,18,0,21,82.49
5135350,30,70.85,23,0,29,70.85
3367335,32,98.48,13,0,31,98.48
4547915,27,63.08,12,0,26,63.08
4066784,23,77.03,18,0,23,77.03
3815320,17,86.19,23,0,17,86.19
3356811,35,87.12,17,0,34,87.12
3223466,33,74.03,14,0,32,74.03
4078422,31,72.27,15,0,30,72.27
5073068,33,79.3,20,0,32,79.3
3996138,22,76.89,19,0,22,76.89
4994630,34,87.92,24,0,33,87.92
5356055,25,84.49,16,0,25,84.49
3409137,35,76.32,21,0,34,76.32
4405558,34,76.29,19,0,33,76.29
5181370,35,77.62,18,0,34,77.62
4292692,25,71.81,18,0,25,71.81
3783271,34,80.17,22,0,33,80.17
4126881,34,78.25,15,0,33,78.25
3058499,21,75.17,16,0,21,75.17
3560640,31,71.42,15,0,30,71.42
4647273,25,79.45,12,0,25,79.45
4417375,27,71.21,14,0,26,71.21
5382956,28,77.18,23,0,27,77.18
3533859,39,70.86,22,0,38,70.86
3841467,25,73.01,15,0,25,73.01
3254617,27,64.03,21,0,26,64.03
4955478,38,87.49,26,0,37,87.49
5422369,32,73.83,17,0,31,73.83
5462170,21,68.05,13,0,21,68.05
3942065,34,68.98,19,0,33,68.98
4296537,23,81.38,12,0,23,81.38
4007068,30,63.52,19,0,29,63.52
4510079,27,83.55,16,0,26,83.55
5359572,26,71.27,12,0,26,71.27
3690048,32,78.29,14,0,31,78.29
3474144,26,75.7,16,0,26,75.7
4309882,29,66.87,12,0,28,66.87
4731435,28,70.84,23,0,27,70.84
3097922,19,70.95,21,0,19,70.95
3082667,19,89.24,7,0,19,89.24
4565270,31,75.31,15,0,30,75.31
4972193,24,71.74,20,0,24,71.74
4900746,27,71.12,7,0,26,71.12
3706797,21,71.06,19,0,21,71.06
4979280,37,66.2,15,0,36,66.2
3029079,26,70.91,10,0,26,70.91
4825747,26,74.2,18,0,26,74.2
3154427,33,72.94,17,0,32,72.94
4759602,30,68.87,21,0,29,68.87
4907707,22,78.31,10,0,22,78.31
3860496,30,85.68,18,0,29,85.68
4464939,25,79.29,8,0,25,79.29
4696081,28,69.4,12,0,27,69.4
5002983,33,78.18,14,0,32,78.18
4486398,32,76.8,9,0,31,76.8
3414957,29,70.06,17,0,28,70.06
5167265,31,84.69,23,0,30,84.69
3054839,30,63.14,19,0,29,63.14
4640479,32,73.51,20,0,31,73.51
3845874,38,83.01,19,0,37,83.01
5448777,30,73.31,16,0,29,73.31
4711760,31,77.02,18,0,30,77.02
5242629,29,72,14,0,28,72
3102815,27,75.4,18,0,26,75.4
3945168,31,74.88,13,0,30,74.88
3304551,32,74.37,13,0,31,74.37
3932097,20,74.93,19,0,20,74.93
3928202,32,80.84,16,0,31,80.84
4380864,25,76.95,19,0,25,76.95
4199884,24,70.47,12,0,24,70.47
5221776,35,69.09,17,0,34,69.09
4810023,34,72.49,24,0,33,72.49
4396899,29,73.64,16,0,28,73.64
5492513,31,68.19,12,0,30,68.19
5086517,31,79.61,23,0,30,79.61
4784987,34,78.95,16,0,33,78.95
3904308,30,79.42,13,0,29,79.42
5350765,26,91.83,8,0,26,91.83
3003822,30,76.65,14,0,29,76.65
3557448,30,81.86,14,0,29,81.86
5115221,26,66.21,14,0,26,66.21
4508458,28,69.99,21,0,27,69.99
3074350,31,68.4,17,0,30,68.4
4045043,34,72.75,21,0,33,72.75
3523668,26,72.42,25,0,26,72.42
3708678,33,69.72,19,0,32,69.72
3318893,26,65.47,20,0,26,65.47
4215800,31,68.92,22,0,30,68.92
3867620,38,78.78,14,0,37,78.78
3805719,32,77.13,14,0,31,77.13
4115474,28,78.54,11,0,27,78.54
4350098,28,72.27,17,0,27,72.27
3404489,35,74.52,15,0,34,74.52
5156779,29,85.47,25,0,28,85.47
4504473,21,79.17,11,0,21,79.17
5243789,33,64.09,25,0,32,64.09
4162785,22,82.06,20,0,22,82.06
3027912,28,83.2,26,0,27,83.2
3687610,37,68.13,25,0,36,68.13
5324957,42,70.23,9,0,41,70.23
5120070,33,80.91,15,0,32,80.91
3230000,25,75.22,21,0,25,75.22
4436023,29,79.03,18,0,28,79.03
4568614,30,83.93,17,0,29,83.93
4526292,36,68.03,30,0,35,68.03
4995129,26,66.58,16,0,26,66.58
5004277,31,89.78,14,0,30,89.78
5463498,35,79.58,19,0,34,79.58
4886862,24,72.66,15,0,24,72.66
3477850,26,74.9,14,0,26,74.9
3305706,23,66.32,10,0,23,66.32
4684264,22,81.99,17,0,22,81.99
3004580,34,71.44,27,0,33,71.44
4013178,35,67.16,15,0,34,67.16
5111671,23,76.34,15,0,23,76.34
3246743,35,66.22,15,0,34,66.22
4568389,36,72.25,9,0,35,72.25
4931503,31,73.32,21,0,30,73.32
4733270,27,70.29,17,0,26,70.29
3319255,32,73.21,16,0,31,73.21
4679941,32,74.96,16,0,31,74.96
4996651,28,78.95,16,0,27,78.95
3464228,31,64.68,12,0,30,64.68
3836644,42,74.89,21,0,41,74.89
3624531,27,79.67,26,0,26,79.67
3701637,37,68.33,16,0,36,68.33
4048629,22,75.32,17,0,22,75.32
4796914,34,79.26,16,0,33,79.26
3683711,22,85.09,17,0,22,85.09
4871512,31,68.31,24,0,30,68.31
3846287,35,85.3,11,0,34,85.3
4276417,34,72.06,20,0,33,72.06
5141615,28,72.8,21,0,27,72.8
4314614,32,76.53,16,0,31,76.53
3025495,39,80.14,16,0,38,80.14
5332080,33,83.85,22,0,32,83.85
4210766,31,74.8,16,0,30,74.8
3863886,30,76.8,15,0,29,76.8
3497736,29,76.02,13,0,28,76.02
3963098,28,73.5,14,0,27,73.5
3805328,34,74.26,17,0,33,74.26
3095024,22,75.49,16,0,22,75.49
3410069,36,75.25,21,0,35,75.25
3249017,29,73.5,12,0,28,73.5
3053377,22,74.66,11,0,22,74.66
3960237,36,83.18,21,0,35,83.18
4317910,34,58.56,15,0,33,58.56
3037527,29,63.03,11,0,28,63.03
3237902,25,78.59,17,0,25,78.59
5208134,34,81.01,13,0,33,81.01
5482800,22,72.21,15,0,22,72.21
4440140,27,85.56,20,0,26,85.56
5290924,33,65.7,13,0,32,65.7
3958714,25,87.68,21,0,25,87.68
3714777,23,78.32,20,0,23,78.32
3414236,29,65.32,14,0,28,65.32
5455484,28,78.35,14,0,27,78.35
3462815,36,73.77,13,0,35,73.77
4665280,31,77.92,18,0,30,77.92
4262988,40,70.9,22,0,39,70.9
4089282,26,67.28,9,0,26,67.28
4688813,32,70.49,13,0,31,70.49
4287527,40,76.11,23,0,39,76.11
4397314,36,73.13,16,0,35,73.13
5193737,28,75.73,15,0,27,75.73
4303374,32,83.33,20,0,31,83.33
4119177,30,71.74,17,0,29,71.74
3531868,41,63.4,12,0,40,63.4
4774527,37,67.83,15,0,36,67.83
5171402,33,66.51,13,0,32,66.51
3326074,38,77.44,17,0,37,77.44
5461481,36,71.44,7,0,35,71.44
3831726,38,63.23,21,0,37,63.23
4336798,25,82.77,23,0,25,82.77
4284947,26,86.63,20,0,26,86.63
4233462,27,69.54,10,0,26,69.54
4418681,36,77.12,24,0,35,77.12
3642360,29,82.73,24,0,28,82.73
5315939,27,72.38,16,0,26,72.38
4195025,36,70.33,15,0,35,70.33
4601599,26,70.83,18,0,26,70.83
5432562,34,70.44,19,0,33,70.44
3782628,33,77.14,13,0,32,77.14
3577103,35,70.52,21,0,34,70.52
4737056,28,75.3,19,0,27,75.3
4175313,23,76.39,14,0,23,76.39
4047710,35,79.21,26,0,34,79.21
3910370,31,80.26,16,0,30,80.26
5497774,35,85.35,19,0,34,85.35
4887881,28,76.85,19,0,27,76.85
3753140,27,66.05,17,0,26,66.05
3698785,32,67.25,19,0,31,67.25
5072790,21,79.87,15,0,21,79.87
3359006,38,76.64,28,0,37,76.64
3630659,32,77.83,22,0,31,77.83
3934908,28,80.38,18,0,27,80.38
4541850,36,83,17,0,35,83
5135165,36,72.05,21,0,35,72.05
3870710,33,65.65,15,0,32,65.65
3988084,29,78.44,13,0,28,78.44
4840240,25,73.57,11,0,25,73.57
4352587,35,74.91,13,0,34,74.91
5280728,28,75.45,18,0,27,75.45
3297340,36,69.99,18,0,35,69.99
4899448,25,59.16,18,0,25,59.16
3260426,28,63.74,18,0,27,63.74
4774767,30,75.02,12,0,29,75.02
3999930,29,70,10,0,28,70
4525412,36,71.1,10,0,35,71.1
3610842,28,80.2,21,0,27,80.2
3865749,40,73.39,19,0,39,73.39
3192647,25,68.67,20,0,25,68.67
5045831,25,69.51,13,0,25,69.51
3430021,29,79.3,18,0,28,79.3
3404721,22,74.14,16,0,22,74.14
4248044,25,74.97,17,0,25,74.97
4181471,26,79.53,18,0,26,79.53
3051997,35,69.81,15,0,34,69.81
4092214,33,73.35,17,0,32,73.35
5336883,31,73.33,17,0,30,73.33
4988236,28,82.45,18,0,27,82.45
4359077,29,72.82,18,0,28,72.82
4870781,31,83.44,22,0,30,83.44
3033240,28,70.93,11,0,27,70.93
5186810,25,66.98,20,0,25,66.98
5034882,42,70.82,20,0,41,70.82
3419558,35,73.04,22,0,34,73.04
5069877,34,72,12,0,33,72
5364972,28,85.03,13,0,27,85.03
3078622,31,73.9,17,0,30,73.9
3778369,23,81.69,18,0,23,81.69
3685231,26,61.43,14,0,26,61.43
4235227,42,80.37,19,0,41,80.37
5311654,27,64.91,24,0,26,64.91
5455389,25,85.83,15,0,25,85.83
4121248,34,80.73,15,0,33,80.73
3503577,32,75.21,15,0,31,75.21
4897145,40,68.19,16,0,39,68.19
5191305,30,83.39,15,0,29,83.39
3059232,30,78.76,22,0,29,78.76
5258154,25,92.62,12,0,25,92.62
3144076,24,77.89,15,0,24,77.89
5210783,36,75.69,23,0,35,75.69
4411752,31,83.21,16,0,30,83.21
4803574,24,73.52,21,0,24,73.52
4847924,29,67.05,11,0,28,67.05
4188111,34,74.02,21,0,33,74.02
4235180,30,68.09,16,0,29,68.09
4200418,32,91.2,17,0,31,91.2
4378873,36,72.92,22,0,35,72.92
5367647,35,76.48,15,0,34,76.48
3595709,30,81.79,26,0,29,81.79
5137900,39,82.14,20,0,38,82.14
3250037,22,59.38,17,0,22,59.38
4576386,29,77.18,7,0,28,77.18
4717109,31,72.36,17,0,30,72.36
4336154,39,73.1,20,0,38,73.1
4006120,31,69.7,10,0,30,69.7
5010029,34,76.97,11,0,33,76.97
4144770,40,72.36,21,0,39,72.36
4381686,31,95.11,14,0,30,95.11
4883711,37,76.48,15,0,36,76.48
4996036,32,67.25,18,0,31,67.25
3362884,40,79.28,19,0,39,79.28
3259936,32,85.87,19,0,31,85.87
3812978,34,77.1,24,0,33,77.1
5017226,41,78.06,17,0,40,78.06
4556970,32,70.79,24,0,31,70.79
4642415,26,61.67,23,0,26,61.67
4702487,34,71.81,12,0,33,71.81
4503093,33,78.5,23,0,32,78.5
4475652,33,76.14,17,0,32,76.14
3825007,35,90.69,22,0,34,90.69
5465626,42,75.71,14,0,41,75.71
3844844,47,70.37,14,0,46,70.37
4133909,34,75.45,16,0,33,75.45
3815704,35,72.8,25,0,34,72.8
4028239,40,64.33,25,0,39,64.33
3049484,27,82.81,20,0,26,82.81
4306321,29,73.36,16,0,28,73.36
5183599,30,75.29,19,0,29,75.29
4231568,29,72.49,12,0,28,72.49
4667551,23,82,15,0,23,82
5045224,36,81.9,22,0,35,81.9
3018385,31,77.06,17,0,30,77.06
4699119,26,75.04,16,0,26,75.04
4119446,33,75.67,20,0,32,75.67
3980971,30,70.71,26,0,29,70.71
3344237,27,80.59,16,0,26,80.59
4822745,31,84.1,6,0,30,84.1
3445755,27,75,16,0,26,75
5342442,32,80.03,21,0,31,80.03
3730755,27,75.73,12,0,26,75.73
3427068,34,64.27,17,0,33,64.27
3941575,30,75.47,14,0,29,75.47
3358090,34,78.52,14,0,33,78.52
4486868,25,78.1,22,0,25,78.1
5035834,33,81.93,13,0,32,81.93
4637206,19,77.49,11,0,19,77.49
4193706,44,69.44,19,0,43,69.44
4764831,29,70.67,12,0,28,70.67
3760730,29,76.56,13,0,28,76.56
3154731,27,86.24,16,0,26,86.24
3972157,33,77.25,17,0,32,77.25
4997360,37,66.56,22,0,36,66.56
4277421,24,71.81,18,0,24,71.81
3030652,35,71.79,13,0,34,71.79
3445626,28,80.9,15,0,27,80.9
4040998,30,80.06,17,0,29,80.06
4412638,30,83.18,14,0,29,83.18
3049857,30,82.75,22,0,29,82.75
5330452,24,65.68,16,0,24,65.68
4770303,23,72.63,22,0,23,72.63
4160288,33,75.59,12,0,32,75.59
4119424,33,78.52,19,0,32,78.52
3868640,34,78.74,15,0,33,78.74
5099820,39,67.06,11,0,38,67.06
3910879,24,76.86,22,0,24,76.86
3813778,29,79.45,16,0,28,79.45
3542158,33,79.15,10,0,32,79.15
3474224,35,77.23,20,0,34,77.23
5486622,31,69.87,18,0,30,69.87
3681432,30,80.11,19,0,29,80.11
4474630,33,74.36,17,0,32,74.36
4539696,24,87.03,8,0,24,87.03
4830497,26,78.53,28,0,26,78.53
5174923,26,74.06,22,0,26,74.06
3524842,21,73.46,16,0,21,73.46
3549799,33,80.34,18,0,32,80.34
3969670,21,75.22,16,0,21,75.22
5199598,33,70.91,23,0,32,70.91
5330920,23,72.93,18,0,23,72.93
3243585,31,90.2,25,0,30,90.2
5032217,30,67.75,14,0,29,67.75
3296834,34,63.99,17,0,33,63.99
3037963,32,87.55,12,0,31,87.55
4236938,32,75.82,20,0,31,75.82
5497301,21,79.97,13,0,21,79.97
3869559,34,65.14,12,0,33,65.14
3197466,30,77.14,14,0,29,77.14
5009660,37,84.57,22,0,36,84.57
3125569,29,85.01,12,0,28,85.01
3403636,21,74.01,18,0,21,74.01
3431725,38,67.39,17,0,37,67.39
4530561,31,81.63,18,0,30,81.63
3434018,33,75.75,15,0,32,75.75
4662388,25,65,21,0,25,65
5151509,28,80.12,11,0,27,80.12
3100530,39,90.46,16,0,38,90.46
3172529,25,77.87,15,0,25,77.87
4570964,28,87.2,19,0,27,87.2
3915879,31,65.33,19,0,30,65.33
3103044,30,75.12,23,0,29,75.12
4782310,20,73.63,18,0,20,73.63
5378643,33,80.53,12,0,32,80.53
4042952,31,72.6,22,0,30,72.6
3897531,38,81.83,18,0,37,81.83
4361395,33,63.83,8,0,32,63.83
3768431,39,74.38,16,0,38,74.38
3346180,40,69.7,17,0,39,69.7
3048245,31,74.67,14,0,30,74.67
3311156,32,75.77,12,0,31,75.77
4252564,31,72.41,18,0,30,72.41
5123229,32,71.64,11,0,31,71.64
5356868,34,76.19,18,0,33,76.19
4404831,47,70.82,25,0,46,70.82
3016964,33,91.88,25,0,32,91.88
4948591,34,69.29,13,0,33,69.29
4393797,36,71.28,25,0,35,71.28
3357354,22,79.78,17,0,22,79.78
3694105,30,72.97,9,0,29,72.97
5472094,37,68.31,15,0,36,68.31
4693739,32,76.66,16,0,31,76.66
5377891,33,94.6,24,0,32,94.6
3852735,42,71.65,13,0,41,71.65
3613090,28,59.77,22,0,27,59.77
4618111,32,69.65,16,0,31,69.65
4050057,32,75.21,14,0,31,75.21
3543620,19,88.81,19,0,19,88.81
4679479,26,77.87,21,0,26,77.87
4465794,31,74.76,17,0,30,74.76
3179768,28,74.92,20,0,27,74.92
3452497,27,72.79,11,0,26,72.79
5299550,36,74.98,18,0,35,74.98
3843005,22,79.6,14,0,22,79.6
3585230,32,79.12,24,0,31,79.12
5237811,32,75.96,10,0,31,75.96
4471724,38,83.04,14,0,37,83.04
4648795,25,74.02,15,0,25,74.02
4091945,37,85.44,12,0,36,85.44
4076004,32,80.55,15,0,31,80.55
4064181,32,66.19,16,0,31,66.19
4919282,37,79.2,16,0,36,79.2
4682446,23,74.35,15,0,23,74.35
3831175,30,75.8,19,0,29,75.8
4314698,32,79.77,11,0,31,79.77
4601029,28,77.88,15,0,27,77.88
5340515,22,86.25,16,0,22,86.25
4877261,28,75.26,13,0,27,75.26
4937015,28,68.83,12,0,27,68.83
5483445,29,76.52,14,0,28,76.52
4387332,41,59.57,18,0,40,59.57
3646736,33,77.99,18,0,32,77.99
3331488,32,95.3,20,0,31,95.3
3616641,27,59.63,16,0,26,59.63
4005496,37,73.29,7,0,36,73.29
5293777,34,82.09,13,0,33,82.09
4799302,19,75.23,20,0,19,75.23
3377741,24,80.68,12,0,24,80.68
5033018,32,73.39,14,0,31,73.39
5391588,31,83.39,12,0,30,83.39
4214684,33,77.38,19,0,32,77.38
4521498,31,71.89,16,0,30,71.89
3377797,40,82.86,27,0,39,82.86
3800438,33,65.13,13,0,32,65.13
3663847,43,71.29,18,0,42,71.29
3047847,27,77.2,16,0,26,77.2
5178966,34,74.81,15,0,33,74.81
3046608,33,63.98,22,0,32,63.98
5028937,38,70.87,12,0,37,70.87
5319148,37,73.52,19,0,36,73.52
4421958,24,73.33,12,0,24,73.33
4025330,26,79.44,21,0,26,79.44
4521942,28,79.32,25,0,27,79.32
4621050,34,89.03,16,0,33,89.03
4624408,36,78.84,12,0,35,78.84
4077877,29,79.52,13,0,28,79.52
5373483,25,73.41,18,0,25,73.41
3236981,26,74.25,15,0,26,74.25
4476507,36,66.66,18,0,35,66.66
3142846,34,84.32,16,0,33,84.32
4557622,30,71.58,20,0,29,71.58
3040760,34,53.74,22,0,33,53.74
5453660,24,75.38,13,0,24,75.38
3649291,39,74.66,14,0,38,74.66
4046443,28,69.77,16,0,27,69.77
5149851,29,72.59,19,0,28,72.59
4424226,42,73.19,16,0,41,73.19
5322881,19,84.59,19,0,19,84.59
4379762,36,73.97,19,0,35,73.97
3694195,23,80.47,15,0,23,80.47
5258667,30,77.59,16,0,29,77.59
3867999,37,70.32,21,0,36,70.32
3951201,28,59.18,13,0,27,59.18
4087314,20,67.94,17,0,20,67.94
4544321,24,78.99,15,0,24,78.99
5309024,33,83.74,11,0,32,83.74
3226857,30,78.8,24,0,29,78.8
4668240,30,77.01,12,0,29,77.01
4589026,31,74.42,18,0,30,74.42
4790162,29,69.66,22,0,28,69.66
4050003,37,80.07,12,0,36,80.07
4159137,31,86.35,12,0,30,86.35
4161520,33,69.86,15,0,32,69.86
3384299,22,73.68,9,0,22,73.68
4282234,31,62.83,16,0,30,62.83
5126681,30,78.79,7,0,29,78.79
4695218,28,65.34,17,0,27,65.34
3086059,32,67.31,15,0,31,67.31
3481771,30,76.07,11,0,29,76.07
3480984,24,64.39,14,0,24,64.39
4251616,29,75.53,17,0,28,75.53
5327614,28,68.86,17,0,27,68.86
3762965,37,74.21,11,0,36,74.21
3309109,27,67.42,10,0,26,67.42
3646595,33,82.17,30,0,32,82.17
5321119,25,88.1,19,0,25,88.1
5287517,41,68.44,19,0,40,68.44
3662131,20,73.03,19,0,20,73.03
4002500,36,76.88,14,0,35,76.88
3283746,25,72.89,12,0,25,72.89
3636508,41,86.35,21,0,40,86.35
3307991,34,75.35,11,0,33,75.35
5491323,23,76.64,19,0,23,76.64
4909990,38,72.94,17,0,37,72.94
4197778,31,80.27,18,0,30,80.27
5056818,28,73.04,17,0,27,73.04
3926990,32,82.73,12,0,31,82.73
5373588,24,82.36,15,0,24,82.36
4767904,27,72.44,23,0,26,72.44
4149578,34,71.63,21,0,33,71.63
3635898,34,83.07,9,0,33,83.07
3293917,31,81.46,11,0,30,81.46
5034493,32,78.88,19,0,31,78.88
3981006,33,74.66,12,0,32,74.66
3813984,24,65.66,15,0,24,65.66
3198659,32,70.56,15,0,31,70.56
4241679,30,58.59,18,0,29,58.59
4333327,25,64.49,13,0,25,64.49
4282361,35,70.16,18,0,34,70.16
4827751,34,72.3,13,0,33,72.3
4970445,35,74.85,15,0,34,74.85
4437927,30,80.95,7,0,29,80.95
3343593,22,74.48,15,0,22,74.48
3774402,35,81.76,19,0,34,81.76
3434433,31,62.14,23,0,30,62.14
4226781,26,76.63,19,0,26,76.63
3880084,40,66.53,19,0,39,66.53
5132819,31,79.74,17,0,30,79.74
3156245,29,77.78,18,0,28,77.78
4060985,18,70.44,23,0,18,70.44
4862986,29,73.69,20,0,28,73.69
3171263,38,79.29,17,0,37,79.29
4591031,20,74.78,18,0,20,74.78
4222171,31,79.78,22,0,30,79.78
3334488,27,71.71,17,0,26,71.71
3586782,27,60.68,11,0,26,60.68
3513957,28,76.96,21,0,27,76.96
5025234,23,64.51,19,0,23,64.51
3787905,35,89.12,15,0,34,89.12
3783000,31,77.51,15,0,30,77.51
4492169,33,79.69,13,0,32,79.69
4086243,33,73.62,18,0,32,73.62
4766631,18,66.36,20,0,18,66.36
3242374,38,67.36,16,0,37,67.36
4874488,33,77.91,18,0,32,77.91
3547599,30,77.12,18,0,29,77.12
3628350,20,77.73,19,0,20,77.73
4888344,21,78.15,13,0,21,78.15
4342994,32,78.94,14,0,31,78.94
4346706,28,72.76,23,0,27,72.76
3189089,22,80.05,11,0,22,80.05
4520706,27,71.92,15,0,26,71.92
4118983,33,58.51,20,0,32,58.51
3100338,30,82.81,19,0,29,82.81
4609280,36,71.16,18,0,35,71.16
4690759,23,62.77,11,0,23,62.77
4174227,30,74.66,18,0,29,74.66
5015711,33,70.79,23,0,32,70.79
4666284,26,67.15,12,0,26,67.15
4390974,30,65.71,14,0,29,65.71
5219905,30,84.91,12,0,29,84.91
4267822,34,91.08,15,0,33,91.08
4396883,30,90.65,14,0,29,90.65
4166339,43,68.77,18,0,42,68.77
3815811,24,70.88,14,0,24,70.88
4541274,32,72.75,17,0,31,72.75
3320770,24,78.68,12,0,24,78.68
3291848,34,72.76,20,0,33,72.76
4194438,39,80.63,15,0,38,80.63
3750496,34,74.39,16,0,33,74.39
4202376,25,75.36,22,0,25,75.36
4912255,30,64.75,19,0,29,64.75
3739883,34,76.41,19,0,33,76.41
3171195,38,64.06,14,0,37,64.06
